loss,categorical_accuracy,weighted_f1,Precision Description,Recall Description,Precision Sintomas,Recall Sintomas,Precision Causas,Recall Causas,Precision FactoresRiesgo,Recall FactoresRiesgo,Precision Complicaciones,Recall Complicaciones,Precision Prevencion,Recall Prevencion,Precision Diagnostico,Recall Diagnostico,Precision Tratamiento,Recall Tratamiento,trial_id,time_total_s,dataset,optimizer,n_units_gru,bidirectional,trainable_embeddings,act_funct,n_units_mlp,n_hidden_layers,dropout,batch_size,F-Score Description,F-Score Sintomas,F-Score Causas,F-Score FactoresRiesgo,F-Score Complicaciones,F-Score Prevencion,F-Score Diagnostico,F-Score Tratamiento
0.5187141299247742,0.8452970385551453,0.8440727591514587,0.7836538553237915,0.7056276798248291,0.8938053250312805,0.897777795791626,0.807692289352417,0.7533632516860962,0.9176470637321472,0.8253968358039856,0.7972972989082336,0.6704545617103577,0.8695651888847351,0.8333333134651184,0.9237288236618042,0.9603524208068848,0.9070796370506287,0.9111111164093018,51ebe616,1910.696620941162,Doc2Vec_Big,Adamax,8,True,False,relu,16,1,0.30000000000000004,32,0.7425968007623578,0.8957871563389438,0.7795823703537427,0.8690807879146379,0.7283950719940936,0.8510638057726873,0.9416846694664416,0.9090909072248298
0.30655375123023987,0.906559407711029,0.9062453508377075,0.9186602830886841,0.8311688303947449,0.9675925970077515,0.9288889169692993,0.8794642686843872,0.8834080696105957,0.8663366436958313,0.9259259104728699,0.9066666960716248,0.7727272510528564,0.9433962106704712,0.8333333134651184,0.9954545497894287,0.9647576808929443,0.8962655663490295,0.9599999785423279,2368177a,1599.108017206192,Doc2Vec_Little,Adamax,64,True,False,relu,64,0,0.2,32,0.8727272704988718,0.947845821726178,0.8814317577203541,0.8951406630956897,0.8343558280369001,0.8849557340821959,0.9798657592855262,0.9270386199121674
1.1997805833816528,0.5352723002433777,0.4833899140357971,1.0,0.0043290043249726295,0.7627118825912476,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6530612111091614,0.5638766288757324,0.9107981324195862,0.8622221946716309,774a25f8,638.4251532554626,Doc2Vec_Little,Adamax,64,False,False,relu,8,1,0.4,32,0.008620689647178378,0.3169014137615153,0.0,0.0,0.0,0.0,0.6052009265720723,0.8858447392151485
0.28522080183029175,0.9152227640151978,0.9148339629173279,0.8914027214050293,0.8528138399124146,0.9594594836235046,0.9466666579246521,0.8772727251052856,0.865470826625824,0.907216489315033,0.9312169551849365,0.9013158082962036,0.7784090638160706,0.931034505367279,0.8999999761581421,0.9823788404464722,0.9823788404464722,0.9273504018783569,0.9644444584846497,8e6b61e4,1157.0962269306183,Doc2Vec_Little,Adamax,64,True,False,relu,64,1,0.4,32,0.8716814122847265,0.9530201417187042,0.8713318145047507,0.919060061054635,0.8353658461414719,0.9152542358840612,0.9823788404464722,0.9455337625702998
0.46569332480430603,0.8879950642585754,0.8875454664230347,0.9004974961280823,0.7835497856140137,0.9452054500579834,0.9200000166893005,0.8333333134651184,0.8520179390907288,0.8994709253311157,0.8994709253311157,0.808917224407196,0.7215909361839294,0.8916666507720947,0.8916666507720947,0.9735682606697083,0.9735682606697083,0.933920681476593,0.9422222375869751,b1f8af16,2484.981757879257,Doc2Vec_Little,Adamax,64,False,False,relu,64,0,0.4,32,0.8379629570818333,0.9324324267016346,0.8425720528435313,0.8994709253311157,0.76276278988261,0.8916666507720947,0.9735682606697083,0.9380530931714302
0.3142629861831665,0.9084158539772034,0.9082826375961304,0.9069767594337463,0.8441558480262756,0.9220778942108154,0.9466666579246521,0.8772727251052856,0.865470826625824,0.91847825050354,0.8941798806190491,0.84375,0.7670454382896423,0.94017094373703,0.9166666865348816,0.9821428656578064,0.9691630005836487,0.9771689772605896,0.9511111378669739,b87acdd8,1291.957312822342,Doc2Vec_Little,Adamax,64,True,False,relu,64,1,0.2,32,0.8744394710466229,0.9342105077564138,0.8713318145047507,0.9061662078307312,0.8035714196510054,0.9282700541194786,0.9756097628263473,0.9639639910813924
0.9727792739868164,0.7029703259468079,0.670351505279541,0.0,0.0,0.9534883499145508,0.9111111164093018,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333134651184,0.0833333358168602,0.9694322943687439,0.9779735803604126,0.8828828930854797,0.8711110949516296,0ac7a0c6,2925.4067125320435,Doc2Vec_Little,Adamax,64,False,False,relu,8,1,0.5,32,0.0,0.9318181739981507,0.0,0.0,0.0,0.15151515529175433,0.9736842064037298,0.8769574912516555
0.37811166048049927,0.8787128925323486,0.8785698413848877,0.8860103487968445,0.7402597665786743,0.9288889169692993,0.9288889169692993,0.7909091114997864,0.7802690863609314,0.8947368264198303,0.8994709253311157,0.8414633870124817,0.7840909361839294,0.9035087823867798,0.8583333492279053,0.9863013625144958,0.9515418410301208,0.9130434989929199,0.9333333373069763,f4fb069c,2831.10449719429,Doc2Vec_Big,Adamax,8,True,False,relu,64,0,0.5,32,0.8066037834498293,0.9288889169692993,0.7855530717836261,0.8970976303076228,0.8117647075488071,0.8803418936657326,0.9686098571658271,0.9230769356154197
0.521313488483429,0.8607673048973083,0.8608149290084839,0.769565224647522,0.7662337422370911,0.9066666960716248,0.9066666960716248,0.8296943306922913,0.8520179390907288,0.8918918967247009,0.8730158805847168,0.8013244867324829,0.6875,0.9174311757087708,0.8333333134651184,0.9344978332519531,0.9427312612533569,0.9417475461959839,0.8622221946716309,8a967236,1761.8559901714325,Doc2Vec_Little,Adamax,16,False,False,relu,128,2,0.2,32,0.7678958700868836,0.9066666960716248,0.8407079693875528,0.8823529474072687,0.7400611550091619,0.8733624268222807,0.9385964915617293,0.9002319913827347
0.41252630949020386,0.8836633563041687,0.8830946087837219,0.9200000166893005,0.7965368032455444,0.9452054500579834,0.9200000166893005,0.7967479825019836,0.878923773765564,0.8924731016159058,0.8783068656921387,0.8646616339683533,0.6534090638160706,0.9357798099517822,0.8500000238418579,0.9684684872627258,0.9471365809440613,0.902953565120697,0.9511111378669739,73f40462,2565.8831112384796,Doc2Vec_Little,Adamax,16,True,False,relu,16,1,0.30000000000000004,32,0.8538283173061894,0.9324324267016346,0.835820906930572,0.885333318725586,0.7443365445278705,0.8908297044434649,0.9576837595619339,0.9264069278478656
