loss,categorical_accuracy,weighted_f1,micro_f1,macro_f1,Precision Description,Recall Description,Precision Sintomas,Recall Sintomas,Precision Causas,Recall Causas,Precision FactoresRiesgo,Recall FactoresRiesgo,Precision Complicaciones,Recall Complicaciones,Precision Prevencion,Recall Prevencion,Precision Diagnostico,Recall Diagnostico,Precision Tratamiento,Recall Tratamiento,trial_id,time_total_s,dataset,optimizer,stacked_gru_layers,n_units_gru,bidirectional,second_layer_bidirectional,trainable_embeddings,act_funct,n_units_mlp,n_hidden_layers,dropout,batch_size,F-Score Description,F-Score Sintomas,F-Score Causas,F-Score FactoresRiesgo,F-Score Complicaciones,F-Score Prevencion,F-Score Diagnostico,F-Score Tratamiento
0.3631989061832428,0.9139851331710817,0.9137746691703796,0.9139851331710817,0.9130696058273317,0.8823529481887817,0.8441558480262756,0.9461883306503296,0.9377777576446532,0.8794642686843872,0.8834080696105957,0.9351351261138916,0.915343940258026,0.8742514848709106,0.8295454382896423,0.9322034120559692,0.9166666865348816,0.9865471124649048,0.9691630005836488,0.9041666388511658,0.9644444584846495,c867be0a,1044.329910993576,Doc2Vec_Little,Adamax,False,64,True,,True,relu,64.0,1,0.3,32,0.8628318637816037,0.941964270524462,0.8814317577203541,0.9251336981498596,0.8513119390394273,0.924369768927675,0.9777777937070822,0.9333333250883338
0.9854630827903748,0.7209158539772034,0.7176294326782227,0.7209158539772034,0.6945545673370361,0.6367924809455872,0.5844155550003052,0.7952755689620972,0.897777795791626,0.5991189479827881,0.6098654866218567,0.6666666865348816,0.60317462682724,0.640625,0.4659090936183929,0.6590909361839294,0.2416666597127914,0.9726027250289916,0.9383260011672974,0.9166666865348816,0.8799999952316284,8496a6b2,804.5263669490814,Doc2Vec_Little,Adamax,False,32,False,,True,relu,64.0,2,0.4,32,0.6094808095224905,0.8434237953906204,0.6044444548624532,0.6333333553373813,0.5394736860267343,0.3536585330395805,0.9551569487549028,0.8979591907237479
0.4175165891647339,0.8929455280303955,0.8925294280052185,0.8929455280303955,0.8901066780090332,0.8578199148178101,0.7835497856140137,0.9403669834136964,0.9111111164093018,0.8458150029182434,0.8609865307807922,0.9030612111091614,0.9365079402923584,0.8561643958091736,0.7102272510528564,0.8842975497245789,0.8916666507720947,0.9864253401756288,0.9603524208068848,0.9330357313156128,0.9288889169692992,62e56e90,1873.0461909770968,Doc2Vec_Little,Adamax,False,64,False,,False,relu,32.0,1,0.2,32,0.819004530392018,0.925507908707544,0.8533333380204655,0.919480514368735,0.7763975076131632,0.8879668117503385,0.9732142850294548,0.930957706321526
0.3369564712047577,0.9071782231330872,0.9068413376808168,0.907178282737732,0.9062758684158324,0.8863636255264282,0.8441558480262756,0.9530516266822816,0.902222216129303,0.847161591053009,0.8699551820755005,0.8952879309654236,0.9047619104385376,0.8961039185523987,0.7840909361839294,0.95652174949646,0.9166666865348816,0.9739130139350892,0.9867841601371764,0.9350649118423462,0.959999978542328,f567e3dc,1934.8997883796687,Doc2Vec_Little,Adamax,False,64,True,,False,relu,64.0,2,0.5,32,0.8647450079597369,0.9269406282447654,0.8584071016313279,0.8999999890903684,0.8363636615541246,0.9361702280920952,0.9803063402254713,0.9473683986854108
0.6307294964790344,0.8576732873916626,0.8565140962600708,0.8576732873916626,0.8509567379951477,0.7894737124443054,0.7142857313156128,0.9159291982650756,0.9200000166893004,0.8303571343421936,0.834080696105957,0.8155339956283569,0.8888888955116272,0.8513513803482056,0.7159090638160706,0.8888888955116272,0.7333333492279053,0.9641255736351012,0.9471365809440612,0.8791666626930237,0.9377777576446532,62b42286,4000.010513544082,Doc2Vec_Little,Adamax,False,32,False,,False,relu,64.0,2,0.4,32,0.7500000221282244,0.9179600943503998,0.8322147501804927,0.8506329226092715,0.7777777738895298,0.8036529802877878,0.9555555706742368,0.9075268701757774
0.8691619038581848,0.7623762488365173,0.7328799962997437,0.7623762488365173,0.6885700821876526,0.8525640964508057,0.5757575631141663,0.9070796370506288,0.9111111164093018,0.8235294222831726,0.5650224089622498,0.8417721390724182,0.7037037014961243,0.7777777910232544,0.3977272808551788,0.0,0.0,0.9729729890823364,0.9515418410301208,0.6700336933135986,0.8844444155693054,b50cbace,2798.7626011371613,Doc2Vec_Little,Adamax,False,64,False,,False,relu,8.0,1,0.4,32,0.68733849029588,0.9090909072248298,0.6702127606030797,0.7665705985590263,0.5263157996228837,0.0,0.962138087810824,0.7624521116226655
0.3969798982143402,0.9040841460227966,0.9037613272666932,0.9040841460227966,0.9023829698562622,0.8595744967460632,0.8744588494300842,0.9388646483421326,0.9555555582046508,0.8837209343910217,0.8520179390907288,0.9042553305625916,0.8994709253311157,0.937062919139862,0.7613636255264282,0.945945918560028,0.875,0.959999978542328,0.9515418410301208,0.9383260011672974,0.946666657924652,619d05de,2478.599752664566,Doc2Vec_Little,Adamax,False,64,False,,False,relu,64.0,1,0.3,32,0.8669527919766433,0.9471365751112988,0.8675799116497553,0.901856782601116,0.8401253780485192,0.9090908964441484,0.9557521971194538,0.9424778768069658
1.3742642402648926,0.6429455280303955,0.5987813472747803,0.6429455280303955,0.5671082139015198,0.7659574747085571,0.6233766078948975,0.94907408952713,0.9111111164093018,0.0,0.0,0.7785235047340393,0.6137565970420837,0.8095238208770752,0.3863636255264282,0.0,0.0,0.0,0.0,0.9086757898330688,0.8844444155693054,b41c9122,2512.675481081009,Doc2Vec_Little,Adamax,False,32,True,,True,relu,8.0,3,0.4,32,0.6873508371446826,0.9297052255922036,0.0,0.6863905278446248,0.5230769155152448,0.0,0.0,0.8963963770633461
0.3330115377902984,0.9090346693992616,0.9086202383041382,0.9090346693992616,0.9086047410964966,0.9009901285171508,0.7878788113594055,0.946666657924652,0.946666657924652,0.8257261514663696,0.8923766613006592,0.8984771370887756,0.9365079402923584,0.8758170008659363,0.7613636255264282,0.9568965435028076,0.925000011920929,0.9866666793823242,0.9779735803604126,0.9515418410301208,0.959999978542328,b33beda0,1991.1339690685272,Doc2Vec_Little,Adamax,False,64,True,,False,relu,64.0,2,0.3,32,0.8406466774793514,0.946666657924652,0.857758616910102,0.9170984368501384,0.8145896626523653,0.9406779682934198,0.9823008973502414,0.9557521971194538
0.7462294697761536,0.8032178282737732,0.8022528886795044,0.8032178282737732,0.79541015625,0.7077625393867493,0.6709956526756287,0.9254385828971864,0.9377777576446532,0.7089201807975769,0.6771300435066223,0.851190447807312,0.7566137313842773,0.6959459185600281,0.5852272510528564,0.8695651888847351,0.6666666865348816,0.9641255736351012,0.9471365809440612,0.8677685856819153,0.9333333373069764,c1ce0b1c,942.9722244739532,Doc2Vec_Little,Adamax,False,32,False,,True,,,0,0.2,32,0.688888870853848,0.9315673120973048,0.6926605464201886,0.8011204214657054,0.6358024449160214,0.7547169831266766,0.9555555706742368,0.8993575985312543
