loss,categorical_accuracy,weighted_f1,micro_f1,macro_f1,Precision Description,Recall Description,Precision Sintomas,Recall Sintomas,Precision Causas,Recall Causas,Precision FactoresRiesgo,Recall FactoresRiesgo,Precision Complicaciones,Recall Complicaciones,Precision Prevencion,Recall Prevencion,Precision Diagnostico,Recall Diagnostico,Precision Tratamiento,Recall Tratamiento,trial_id,time_total_s,dataset,optimizer,stacked_gru_layers,n_units_gru,bidirectional,second_layer_bidirectional,trainable_embeddings,act_funct,n_units_mlp,n_hidden_layers,dropout,batch_size,F-Score Description,F-Score Sintomas,F-Score Causas,F-Score FactoresRiesgo,F-Score Complicaciones,F-Score Prevencion,F-Score Diagnostico,F-Score Tratamiento
1.4556596279144287,0.4096534550189972,0.32598239183425903,0.4096534550189972,0.291433185338974,0.0,0.0,0.9593908786773682,0.8399999737739563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9568965435028076,0.9779735803604126,0.0,0.0,b01d60fa,1976.4983463287354,Doc2Vec_Big,Adamax,True,16,False,True,False,relu,8,3,0.4,32,0.0,0.8957345891028556,0.0,0.0,0.0,0.0,0.9673202631455784,0.0
0.528718888759613,0.8805692791938782,0.8798474669456482,0.8805692791938782,0.8772767782211304,0.8033472895622253,0.8311688303947449,0.9257642030715942,0.9422222375869751,0.8108108043670654,0.8071748614311218,0.9042553305625916,0.8994709253311157,0.8424657583236694,0.6988636255264282,0.9189189076423645,0.8500000238418579,0.9567099809646606,0.9735682606697083,0.9377777576446533,0.9377777576446533,2de8da76,7418.561625480652,Doc2Vec_Big,Adamax,True,32,True,False,False,relu,64,3,0.35000000000000003,32,0.8170212809939145,0.9339207179560838,0.8089887475473774,0.9018567826011161,0.763975150818525,0.8831168907773211,0.9650655040741462,0.9377777576446533
0.32336440682411194,0.9158415794372559,0.9160488843917847,0.9158415794372559,0.9134922027587891,0.9556650519371033,0.8398268222808838,0.9770641922950745,0.9466666579246521,0.8305785059928894,0.9013453125953674,0.9076923131942749,0.9365079402923584,0.8993710875511169,0.8125,0.8646616339683533,0.9583333134651184,0.9819819927215576,0.9603524208068848,0.9461883306503296,0.9377777576446533,edf41888,2527.7625846862793,Doc2Vec_Big,Adamax,True,64,True,True,False,relu,64,1,0.2,32,0.8940092185967665,0.9616252641497957,0.8645161352759633,0.9218750046711648,0.8537313515594526,0.9090908890051057,0.9710467747783712,0.941964270524462
0.2971312999725342,0.9152227640151978,0.9151275157928467,0.9152227640151978,0.9119770526885986,0.9377990365028381,0.8484848737716675,0.9267241358757019,0.9555555582046509,0.8878923654556274,0.8878923654556274,0.8861386179924011,0.9470899701118469,0.8841463327407837,0.8238636255264282,0.8852459192276001,0.8999999761581421,0.9908257126808167,0.9515418410301208,0.949999988079071,0.9288889169692993,f794f2b6,2329.120233297348,Doc2Vec_Big,Adamax,True,64,True,True,False,relu,64,0,0.30000000000000004,32,0.8909091018885371,0.9409190374240167,0.8878923654556274,0.9156010359812823,0.852941166603854,0.892561980686457,0.9707865238821785,0.9393258512268429
0.42906829714775085,0.8879950642585754,0.8879191279411316,0.8879950642585754,0.8852889537811279,0.844748854637146,0.8008658289909363,0.9244444370269775,0.9244444370269775,0.8363636136054993,0.8251121044158936,0.9144384860992432,0.9047619104385376,0.8023256063461304,0.7840909361839294,0.895652174949646,0.8583333492279053,0.9779735803604126,0.9779735803604126,0.9508928656578064,0.9466666579246521,80706e80,1538.3908863067627,Doc2Vec_Big,Adamax,True,64,True,False,True,relu,16,0,0.25,32,0.8222222352398764,0.9244444370269775,0.8306997614153868,0.9095744627543491,0.7931034743258244,0.8765957534663975,0.9779735803604126,0.9487750555273198
0.3272022306919098,0.9047029614448547,0.9044397473335266,0.9047029614448547,0.9029394388198853,0.9099525809288025,0.8311688303947449,0.9336283206939697,0.9377777576446533,0.8170731663703918,0.9013453125953674,0.9243243336677551,0.9047619104385376,0.8972602486610413,0.7443181872367859,0.9459459185600281,0.875,0.9646017551422119,0.9603524208068848,0.9342105388641357,0.9466666579246521,fe002698,1628.223741054535,Doc2Vec_Big,Adamax,True,64,False,True,False,relu,32,0,0.25,32,0.8687782684038531,0.935698438931232,0.857142864290721,0.9144385101454706,0.8136645891035342,0.9090908964441484,0.9624723977739922,0.9403973530376224
0.4624667167663574,0.8774752616882324,0.8771834373474121,0.8774752616882324,0.8748786449432373,0.9109947681427002,0.7532467246055603,0.930232584476471,0.8888888955116272,0.8063063025474548,0.8026905655860901,0.914893627166748,0.9100528955459595,0.8656716346740723,0.6590909361839294,0.8938053250312805,0.8416666388511658,0.9683257937431335,0.9427312612533569,0.9017093777656555,0.9377777576446533,78d6533a,4000.172730922699,Doc2Vec_Big,Adamax,True,8,True,True,False,relu,8,1,0.2,32,0.8246445341332306,0.9090909251312086,0.8044943714256223,0.9124668412551802,0.7483871115804582,0.8669527821393356,0.9553571354166595,0.9193899560918811
0.31110215187072754,0.9115098714828491,0.911331832408905,0.9115098714828491,0.9095858335494995,0.9150943160057068,0.8398268222808838,0.9298245906829834,0.9422222375869751,0.8539823293685913,0.865470826625824,0.926701545715332,0.9365079402923584,0.8827160596847534,0.8125,0.8888888955116272,0.9333333373069763,0.9776785969734192,0.9647576808929443,0.9551569223403931,0.9466666579246521,7ec7c9fe,2569.606658220291,Doc2Vec_Big,Adamax,True,64,False,True,False,relu,32,0,0.30000000000000004,32,0.8758464807697438,0.9359823623710931,0.8596881978968922,0.931578936626376,0.8461538508869905,0.9105691110570114,0.9711751645318434,0.9508928386928104
0.3587188422679901,0.8917078971862793,0.8911310434341431,0.8917078971862793,0.8883683681488037,0.8866994976997375,0.7792207598686218,0.9585253596305847,0.9244444370269775,0.805084764957428,0.8520179390907288,0.876288652420044,0.8994709253311157,0.8767123222351074,0.7272727489471436,0.8861788511276245,0.9083333611488342,0.9777777791023254,0.9691630005836487,0.9344978332519531,0.9511111378669739,7e2f2a30,2461.072597026825,Doc2Vec_Big,Adamax,True,8,False,True,False,relu,128,3,0.25,32,0.82949307235297,0.941176473497014,0.8278867212716073,0.88772846834096,0.7950310661654691,0.8971193496673282,0.9734513306066456,0.942731299152722
0.3531029224395752,0.8978960514068604,0.8976184129714966,0.8978960514068604,0.8962610960006714,0.8820754885673523,0.8095238208770752,0.9366515874862671,0.9200000166893005,0.8382978439331055,0.8834080696105957,0.8928571343421936,0.9259259104728699,0.8374999761581421,0.7613636255264282,0.9024389982223511,0.925000011920929,0.9642857313156128,0.9515418410301208,0.9454545378684998,0.9244444370269775,b914f1cc,2495.4115557670593,Doc2Vec_Big,Adamax,True,32,False,True,False,relu,128,0,0.35000000000000003,32,0.8442438062256897,0.928251131425452,0.8602619927620664,0.9090908972290922,0.797619030859465,0.9135802393187799,0.9578714006414252,0.934831453173348
