loss,categorical_accuracy,weighted_f1,micro_f1,macro_f1,Precision Description,Recall Description,Precision Sintomas,Recall Sintomas,Precision Causas,Recall Causas,Precision FactoresRiesgo,Recall FactoresRiesgo,Precision Complicaciones,Recall Complicaciones,Precision Prevencion,Recall Prevencion,Precision Diagnostico,Recall Diagnostico,Precision Tratamiento,Recall Tratamiento,trial_id,time_total_s,dataset,optimizer,stacked_gru_layers,n_units_gru,bidirectional,second_layer_bidirectional,trainable_embeddings,act_funct,n_units_mlp,n_hidden_layers,dropout,batch_size,F-Score Description,F-Score Sintomas,F-Score Causas,F-Score FactoresRiesgo,F-Score Complicaciones,F-Score Prevencion,F-Score Diagnostico,F-Score Tratamiento
0.4084034562110901,0.875,0.874719500541687,0.875,0.8671879768371582,0.8755980730056763,0.7922077775001526,0.9389671087265015,0.8888888955116272,0.8558558821678162,0.8520179390907288,0.8994709253311157,0.8994709253311157,0.860927164554596,0.7386363744735718,0.8421052694320679,0.800000011920929,0.9364407062530518,0.9735682606697083,0.8999999761581421,0.9200000166893005,202eb664,4210.604723930359,Doc2Vec_Big,Adamax,True,8,False,True,False,relu,128,0,0.2,32,0.8318181677907706,0.9132419996568957,0.8539325983062894,0.8994709253311157,0.795107045136543,0.8205128297611415,0.9546436329834939,0.9098901058680016
0.40235909819602966,0.9084158539772034,0.9085526466369629,0.9084159135818481,0.9076539874076843,0.8935185074806213,0.8354978561401367,0.9545454382896423,0.9333333373069763,0.852173924446106,0.878923773765564,0.929347813129425,0.9047619104385376,0.8514285683631897,0.8465909361839294,0.9322034120559692,0.9166666865348816,0.9820627570152283,0.9647576808929443,0.9298245906829834,0.9422222375869751,296b2a62,4084.4384005069733,Doc2Vec_Big,Adamax,True,64,False,True,False,relu,64,3,0.2,32,0.8635346814859158,0.9438202188045384,0.8653421726024368,0.9168900770376386,0.849002861102687,0.924369768927675,0.9733333074799291,0.9359823623710931
1.1790766716003418,0.541460394859314,0.47857236862182617,0.541460394859314,0.44547370076179504,1.0,0.06060606241226196,0.5714285969734192,0.46222221851348877,0.0,0.0,1.0,0.11640211939811707,0.0,0.0,0.0,0.0,0.686274528503418,0.46255508065223694,0.0,0.0,fbb06266,968.5190045833588,Doc2Vec_Big,Adamax,False,16,True,True,False,relu,8,2,0.4,32,0.11428571749706656,0.5110565190057638,0.0,0.20853081049482894,0.0,0.0,0.5526315954108812,0.0
0.6116638779640198,0.8162128925323486,0.8108333349227905,0.8162128925323486,0.8028004765510559,0.9034090638160706,0.6883116960525513,0.9004524946212769,0.8844444155693054,0.7131147384643555,0.7802690863609314,0.8064516186714172,0.7936508059501648,0.0,0.0,0.8738738894462585,0.8083333373069763,0.9307359457015991,0.9471365809440613,0.903930127620697,0.9200000166893005,e90a9b28,2951.9869887828827,Doc2Vec_Big,Adamax,True,8,False,True,False,relu,16,1,0.35000000000000003,32,0.7813267761812841,0.8923766698304192,0.7451820171109644,0.8000000090866088,0.0,0.8398268491627897,0.9388646448203654,0.9118942796042306
0.34506210684776306,0.905940592288971,0.9057305455207825,0.905940592288971,0.9042193293571472,0.8952381014823914,0.8138527870178223,0.9411764740943909,0.9244444370269775,0.8289473652839661,0.847533643245697,0.936170220375061,0.9312169551849365,0.8910256624221802,0.7897727489471436,0.9075630307197571,0.8999999761581421,0.9954338073730469,0.9603524208068848,0.9237288236618042,0.9688888788223267,f231ea8a,1417.9240427017212,Doc2Vec_Big,Adamax,False,16,True,True,False,relu,64,3,0.25,32,0.8526076978566692,0.9327354239551859,0.8381374760388293,0.9336870184845777,0.8373494192207305,0.9037656810875061,0.9775784826477172,0.945770065575149
0.7982932329177856,0.8106435537338257,0.8091802597045898,0.8106436133384705,0.8028417825698853,0.7403846383094788,0.6666666865348816,0.89449542760849,0.8666666746139526,0.7402597665786743,0.7668161392211914,0.8072916865348816,0.820105791091919,0.732876718044281,0.6079545617103577,0.792792797088623,0.7333333492279053,0.9471365809440613,0.9471365809440613,0.8833333253860474,0.9422222375869751,03bba54a,816.4769973754883,Doc2Vec_Big,Adamax,False,16,False,True,True,relu,16,0,0.2,32,0.7015945543247399,0.8803611850658829,0.7533039763214426,0.8136482897750258,0.6645962853549618,0.7619047724671861,0.9471365809440613,0.9118279599498386
1.0944632291793823,0.6608911156654358,0.6306562423706055,0.6608911156654358,0.5943784117698669,0.8571428656578064,0.07792207598686218,0.8934426307678223,0.48444443941116333,0.0,0.0,0.918367326259613,0.4761904776096344,0.0,0.0,0.0,0.0,0.743682324886322,0.907489001750946,0.0,0.0,4edf6526,2543.610430955887,Doc2Vec_Big,Adamax,False,8,True,False,False,relu,8,3,0.30000000000000004,32,0.14285713972316846,0.6282420726280994,0.0,0.6271776967570584,0.0,0.0,0.8174603322422769,0.0
0.6376162171363831,0.8360148668289185,0.8366094827651978,0.8360148668289185,0.8316577672958374,0.800000011920929,0.761904776096344,0.9090909361839294,0.8888888955116272,0.714893639087677,0.7533632516860962,0.9022988677024841,0.8306878209114075,0.7228915691375732,0.6818181872367859,0.8454545736312866,0.7749999761581421,0.9732142686843872,0.9603524208068848,0.90625,0.902222216129303,99d41486,7215.043262720108,Doc2Vec_Big,Adamax,True,16,False,False,False,relu,32,2,0.25,32,0.780487817997453,0.8988764211243864,0.7336244766662996,0.8650137766748899,0.7017543901884622,0.8086956520837729,0.9667405670303073,0.9042316227751446
0.7355933785438538,0.7766088843345642,0.7726281881332397,0.7766088843345642,0.7518192529678345,0.8702702522277832,0.6969696879386902,0.9112149477005005,0.8666666746139526,0.6289308071136475,0.44843047857284546,0.8376623392105103,0.682539701461792,0.7638888955116272,0.3125,0.8571428656578064,0.05000000074505806,0.9779735803604126,0.9779735803604126,0.7802197933197021,0.9466666579246521,a1a6be80,4864.012137889862,Doc2Vec_Big,Adamax,True,8,False,True,False,relu,32,3,0.35000000000000003,32,0.774038448832659,0.8883826894549475,0.5235601957675112,0.752186601035846,0.4435483882131983,0.09448819035849322,0.9779735803604126,0.8554216910514313
0.5035955309867859,0.8774752616882324,0.8760000467300415,0.8774752616882324,0.8752965927124023,0.8310502171516418,0.7878788113594055,0.9137930870056152,0.9422222375869751,0.8230088353157043,0.834080696105957,0.9119170904159546,0.9312169551849365,0.7931034564971924,0.6534090638160706,0.8846153616905212,0.9583333134651184,0.948051929473877,0.9647576808929443,0.9360730648040771,0.9111111164093018,9791382a,4618.0490827560425,Doc2Vec_Big,Adamax,True,32,False,False,False,relu,128,3,0.25,32,0.8088888959778676,0.9277899333282019,0.8285077773348153,0.921465976221389,0.7165108904925233,0.9199999784469605,0.9563318543447691,0.9234234287932113
