loss,categorical_accuracy,weighted_f1,micro_f1,macro_f1,Precision Description,Recall Description,Precision Sintomas,Recall Sintomas,Precision Causas,Recall Causas,Precision FactoresRiesgo,Recall FactoresRiesgo,Precision Complicaciones,Recall Complicaciones,Precision Prevencion,Recall Prevencion,Precision Diagnostico,Recall Diagnostico,Precision Tratamiento,Recall Tratamiento,trial_id,time_total_s,dataset,optimizer,act_funct,n_units,n_hidden_layers,dropout,batch_size,F-Score Description,F-Score Sintomas,F-Score Causas,F-Score FactoresRiesgo,F-Score Complicaciones,F-Score Prevencion,F-Score Diagnostico,F-Score Tratamiento
0.4716464877128601,0.8490098714828491,0.8483318090438843,0.8490098714828491,0.8479702472686768,0.7724867463111877,0.6320346593856812,0.9386792182922363,0.8844444155693054,0.8324872851371765,0.7354260087013245,0.9197530746459961,0.7883597612380981,0.8787878751754761,0.6590909361839294,0.9223300814628601,0.7916666865348816,0.9649122953414917,0.9691630005836487,0.908695638179779,0.9288889169692993,1e45a002,36.53895306587219,Doc2Vec_Big,Adamax,relu,64,1,0.4,8,0.6952381011843671,0.910755120727682,0.7809523700181047,0.8490028282594397,0.7532467696131488,0.852017942059634,0.9670329768685612,0.9186813252629493
0.4316931366920471,0.853960394859314,0.8524284362792969,0.853960394859314,0.8525413870811462,0.7860962748527527,0.6363636255264282,0.9360730648040771,0.9111111164093018,0.8038277626037598,0.7533632516860962,0.9022988677024841,0.8306878209114075,0.8601398468017578,0.6988636255264282,0.9504950642585754,0.800000011920929,0.9529914259910583,0.9823788404464722,0.9078947305679321,0.9200000166893005,9f6048cc,40.957661628723145,Doc2Vec_Big,Adamax,relu,158,1,0.5,8,0.7033492829495848,0.9234234287932113,0.7777777953681488,0.8650137766748899,0.7711598626498518,0.8687782937353087,0.9674620182563854,0.9139072898239279
0.4377596974372864,0.8564356565475464,0.8555686473846436,0.8564357161521912,0.8545864820480347,0.8042327761650085,0.6580086350440979,0.9266055226325989,0.897777795791626,0.8325123190879822,0.7578475475311279,0.8850574493408203,0.8148148059844971,0.8857142925262451,0.7045454382896423,0.9339622855186462,0.824999988079071,0.9567099809646606,0.9735682606697083,0.907489001750946,0.9155555367469788,9b759e0c,42.05105710029602,Doc2Vec_Big,Adamax,relu,126,1,0.5,8,0.7238094985485077,0.9119639006521582,0.7934272393977398,0.8484848336227018,0.7848101191710934,0.8761061973696501,0.9650655040741462,0.9115044230072858
0.49829548597335815,0.8465346693992615,0.8455061912536621,0.8465346693992615,0.8442552089691162,0.8366013169288635,0.5541125535964966,0.9392523169517517,0.8933333158493042,0.8041236996650696,0.6995515823364258,0.9430379867553711,0.7883597612380981,0.8759689927101135,0.6420454382896423,0.9468085169792175,0.7416666746139526,0.947826087474823,0.9603524208068848,0.9166666865348816,0.8799999952316284,707fb278,40.27349829673767,Doc2Vec_Big,Adamax,relu,32,1,0.4,8,0.6666666693854495,0.9157175214117138,0.7482014411331672,0.8587896142738027,0.7409835958967794,0.8317757083793031,0.9540481392697701,0.8979591907237479
1.3115544319152832,0.5872524976730347,0.5392558574676514,0.5872524976730347,0.4959425926208496,0.0,0.0,0.9487179517745972,0.1644444465637207,0.5714285969734192,0.017937220633029938,0.9215686321258545,0.24867725372314453,0.0,0.0,0.0,0.0,0.9537037014961243,0.907489001750946,0.0,0.0,24e5537a,47.08209943771362,Doc2Vec_Big,Adamax,relu,4,1,0.5,16,0.0,0.2803030335151952,0.034782610439003527,0.39166667334735394,0.0,0.0,0.9300225801734293,0.0
0.48626241087913513,0.8490098714828491,0.8476173281669617,0.8490098714828491,0.8473436832427979,0.7707316875457764,0.6839826703071594,0.9078947305679321,0.9200000166893005,0.8066037893295288,0.7668161392211914,0.8908045887947083,0.820105791091919,0.8269230723381042,0.7329545617103577,0.9158878326416016,0.8166666626930237,0.9288703203201294,0.9779735803604126,0.8982300758361816,0.902222216129303,d90d0498,16.128098011016846,Doc2Vec_Big,Adamax,tanh,96,3,0.2,32,0.7247706257824634,0.9139072898239279,0.786206901783136,0.8539944705346935,0.7771084408470049,0.8634361132058932,0.9527897197351011,0.9002217200992598
0.45783185958862305,0.8558168411254883,0.8552050590515137,0.8558168411254883,0.8555665016174316,0.7535545229911804,0.6883116960525513,0.9395349025726318,0.897777795791626,0.8477157354354858,0.7488788962364197,0.9176470637321472,0.8253968358039856,0.8992248177528381,0.6590909361839294,0.9345794320106506,0.8333333134651184,0.947826087474823,0.9603524208068848,0.8999999761581421,0.9200000166893005,cb46d932,35.89441990852356,Doc2Vec_Big,Adamax,relu,146,1,0.5,8,0.7194570272020487,0.918181836605072,0.795238079449622,0.8690807879146379,0.7606557598808572,0.8810572543999551,0.9540481392697701,0.9098901058680016
0.8259783387184143,0.7753713130950928,0.7720854878425598,0.7753713726997375,0.7721425294876099,0.778761088848114,0.380952388048172,0.9622641801834106,0.4533333480358124,0.8586956262588501,0.35426008701324463,0.868686854839325,0.45502644777297974,1.0,0.011363636702299118,0.9726027250289917,0.5916666388511658,0.9383260011672974,0.9383260011672974,0.8883928656578064,0.8844444155693054,37db91aa,36.4130654335022,Doc2Vec_Big,Adamax,relu,6,1,0.4,32,0.5116279191816535,0.6163142189803635,0.5015872944870052,0.5972222127020359,0.022471910774549773,0.7357512696252936,0.9383260011672974,0.8864142436341302
0.4486372470855713,0.8558168411254883,0.8544870615005493,0.8558168411254883,0.8539409637451172,0.7772020697593689,0.649350643157959,0.9095022678375244,0.8933333158493042,0.8434343338012695,0.7488788962364197,0.8914285898208618,0.8253968358039856,0.8630136847496033,0.7159090638160706,0.9519230723381042,0.824999988079071,0.969298243522644,0.9735682606697083,0.9004328846931458,0.9244444370269775,e9c26f92,38.67198705673218,Doc2Vec_Big,Adamax,tanh,62,1,0.5,8,0.7075471649832967,0.9013452852291776,0.7933491489360348,0.8571428712567634,0.78260867375659,0.8839285626095168,0.9714285597906582,0.9122806900642667
0.5338897109031677,0.8372524976730347,0.8363281488418579,0.8372524976730347,0.8356667160987854,0.7783783674240112,0.6233766078948975,0.8888888955116272,0.8888888955116272,0.8432432413101196,0.6995515823364258,0.8728323578834534,0.7989417910575867,0.8796296119689941,0.5397727489471436,0.9166666865348816,0.824999988079071,0.9603524208068848,0.9603524208068848,0.9049773812294006,0.8888888955116272,db39c486,43.74730634689331,Doc2Vec_Big,Adamax,relu,16,2,0.2,16,0.6923076784274039,0.8888888955116272,0.7647058892234592,0.834254133839961,0.6690140960472387,0.8684210549431162,0.9603524208068848,0.8968609926994439
